name,team,year,ppg,apg,rpg,3p%,2p%,mp,gp
Damian Lillard,POR,2021,28.8,7.1,4.8,.379,.525,36.4,17
CJ McCollum,POR,2021,26.7,5.0,3.9,.441,.513,33.8,13
Robert Covington,POR,2021,6.5,1.7,5.5,.278,.367,30.0,15
Derrick Jones,POR,2021,7.4,0.6,4.3,.256,.627,27.4,17
Carmelo Anthony,POR,2021,12.4,1.2,3.7,.361,.385,26.4,16
Gary Trent,POR,2021,12.3,1.0,1.7,.441,.443,26.2,15
Jusuf Nurkić,POR,2021,9.8,2.8,7.7,.250,.516,23.3,12
Enes Kanter,POR,2021,10.3,1.2,10.2,,.613,21.6,17
Rodney Hood,POR,2021,3.4,1.4,1.4,.269,.371,15.4,14
Anfernee Simons,POR,2021,7.3,0.6,2.1,.419,.370,14.1,14
Harry Giles,POR,2021,2.8,0.8,3.8,.400,.414,10.8,13
Nassir Little,POR,2021,1.4,0.1,1.7,.250,.333,8.3,7
CJ Elleby,POR,2021,2.3,0.3,0.3,.400,1.000,5.7,6
Keljin Blevins,POR,2021,0.4,0.8,0.0,.000,.333,4.8,5
Stephen Curry,GSW,2021,27.7,6.0,5.4,.395,.529,33.7,19
Andrew Wiggins,GSW,2021,17.7,2.1,4.9,.400,.511,31.7,19
Kelly Oubre,GSW,2021,11.7,1.3,5.6,.221,.464,27.7,19
Draymond Green,GSW,2021,4.9,6.7,4.6,.226,.426,26.5,15
James Wiseman,GSW,2021,12.2,0.6,5.9,.429,.519,21.1,19
Damion Lee,GSW,2021,6.6,1.3,3.4,.418,.600,18.5,19
Eric Paschall,GSW,2021,10.7,1.4,3.1,.310,.537,18.2,18
Brad Wanamaker,GSW,2021,4.7,2.6,1.6,.206,.415,16.3,19
Kent Bazemore,GSW,2021,5.3,1.6,2.8,.464,.541,15.0,17
Kevon Looney,GSW,2021,3.5,1.6,4.1,.400,.650,14.3,19
Juan Toscano-Anderson,GSW,2021,3.1,1.7,3.0,.375,1.000,14.0,7
Marquese Chriss,GSW,2021,6.5,1.0,6.5,.200,.444,13.5,2
Mychal Mulder,GSW,2021,3.6,0.6,0.9,.447,.667,10.6,18
Jordan Poole,GSW,2021,4.8,0.9,1.1,.303,.600,8.8,14
Nico Mannion,GSW,2021,1.5,2.0,1.3,.222,.250,6.0,6
James Harden,HOU,2021,24.8,10.4,5.1,.347,.556,36.3,8
Victor Oladipo,HOU,2021,22.4,4.8,4.8,.275,.477,34.4,5
Christian Wood,HOU,2021,23.4,1.3,10.8,.355,.605,33.5,13
P.J. Tucker,HOU,2021,5.4,1.2,4.6,.419,.538,31.4,17
John Wall,HOU,2021,18.1,5.5,4.1,.292,.500,31.2,10
Eric Gordon,HOU,2021,17.2,2.1,2.2,.340,.583,28.7,13
Danuel House,HOU,2021,7.2,1.7,3.5,.250,.556,27.2,6
Jae'Sean Tate,HOU,2021,7.9,1.6,4.5,.323,.566,25.7,17
David Nwaba,HOU,2021,8.6,1.4,3.1,.270,.597,23.1,16
Sterling Brown,HOU,2021,8.1,1.3,3.5,.462,.538,20.4,15
Ben McLemore,HOU,2021,7.5,1.6,2.7,.432,.350,18.9,10
DeMarcus Cousins,HOU,2021,8.6,2.6,7.6,.310,.377,17.8,14
Rodions Kurucs,HOU,2021,2.0,0.5,3.0,.000,.667,13.5,2
Mason Jones,HOU,2021,8.6,1.4,2.2,.583,.565,13.3,9
Kenyon Martin,HOU,2021,3.3,0.6,2.7,.250,.391,9.9,7
Brodric Thomas,HOU,2021,2.5,1.0,1.0,.167,1.000,6.0,4
Bruno Caboclo,HOU,2021,2.8,0.2,2.3,.000,.667,6.0,6
Shai Gilgeous-Alexander,OKC,2021,21.8,6.5,5.5,.378,.563,33.7,17
Darius Bazley,OKC,2021,10.8,1.4,7.2,.279,.500,29.4,17
Luguentz Dort,OKC,2021,12.8,1.2,3.5,.406,.551,28.9,17
Al Horford,OKC,2021,12.1,2.4,7.5,.382,.509,27.4,10
George Hill,OKC,2021,11.8,3.1,2.1,.386,.619,26.4,14
Théo Maledon,OKC,2021,6.3,2.7,2.6,.317,.447,20.5,17
Isaiah Roby,OKC,2021,9.1,1.4,4.9,.333,.618,20.4,14
Hamidou Diallo,OKC,2021,11.1,1.8,4.7,.294,.561,20.1,17
Mike Muscala,OKC,2021,9.3,0.6,3.0,.367,.633,18.1,16
Aleksej Pokusevski,OKC,2021,3.5,1.3,3.7,.196,.344,17.3,15
Kenrich Williams,OKC,2021,3.5,1.2,2.6,.333,.500,12.5,17
Justin Jackson,OKC,2021,5.0,1.0,2.1,.176,.818,12.4,7
Josh Hall,OKC,2021,1.8,1.0,1.2,.125,.250,7.8,5
Darius Miller,OKC,2021,1.0,0.3,0.3,.200,,4.7,3
Moses Brown,OKC,2021,3.4,0.2,2.0,,.714,4.4,5
Luka Dončić,DAL,2021,27.4,9.7,9.4,.285,.557,34.8,17
Tim Hardaway,DAL,2021,17.6,1.8,3.9,.397,.505,32.0,17
Josh Richardson,DAL,2021,12.9,1.4,2.8,.314,.510,31.6,9
Kristaps Porziņģis,DAL,2021,19.5,1.0,7.9,.294,.573,30.8,8
Dorian Finney-Smith,DAL,2021,8.6,1.1,4.9,.306,.542,28.8,9
Maxi Kleber,DAL,2021,7.4,1.3,5.3,.471,.286,24.3,9
Jalen Brunson,DAL,2021,11.7,3.6,2.7,.417,.564,23.5,14
Trey Burke,DAL,2021,11.0,1.8,1.4,.427,.479,22.5,17
James Johnson,DAL,2021,7.2,1.9,3.4,.292,.633,20.5,18
Dwight Powell,DAL,2021,4.5,1.2,3.5,.200,.500,19.1,10
Willie Cauley-Stein,DAL,2021,6.0,0.8,5.1,.000,.606,18.4,18
Wesley Iwundu,DAL,2021,2.5,0.5,2.3,.143,.476,15.6,14
Josh Green,DAL,2021,2.3,0.6,2.5,.091,.591,13.2,15
Boban Marjanović,DAL,2021,4.5,0.0,3.2,.000,.565,7.6,13
Tyrell Terry,DAL,2021,1.1,0.6,0.6,.000,.625,5.3,10
Tyler Bey,DAL,2021,1.5,0.0,0.8,,.400,3.3,4
Nate Hinton,DAL,2021,1.3,0.0,0.0,.200,.250,3.2,6
Harrison Barnes,SAC,2021,16.2,3.4,6.3,.400,.540,35.1,17
Buddy Hield,SAC,2021,15.8,3.0,4.1,.390,.375,33.7,17
De'Aaron Fox,SAC,2021,20.6,6.2,3.3,.351,.495,31.8,17
Richaun Holmes,SAC,2021,13.8,2.0,8.2,.250,.694,30.8,16
Tyrese Haliburton,SAC,2021,11.1,5.0,2.9,.457,.517,28.1,15
Marvin Bagley,SAC,2021,13.4,0.9,8.2,.348,.503,26.4,17
Cory Joseph,SAC,2021,6.3,2.2,2.1,.294,.492,19.5,17
Glenn Robinson,SAC,2021,6.6,1.0,1.9,.438,.436,17.5,14
Nemanja Bjelica,SAC,2021,6.6,1.9,3.6,.238,.533,15.1,10
Hassan Whiteside,SAC,2021,6.7,0.5,4.4,.000,.540,12.9,10
Kyle Guy,SAC,2021,3.8,1.8,1.3,.400,.222,8.5,4
Chimezie Metu,SAC,2021,4.1,0.5,2.9,.333,.480,7.8,8
Justin James,SAC,2021,1.9,0.4,1.0,.000,.545,6.9,7
Jahmi'us Ramsey,SAC,2021,1.3,0.3,1.0,.333,1.000,4.0,4
Robert Woodard,SAC,2021,2.2,0.0,1.3,.333,.625,2.8,6
Brandon Ingram,NOP,2021,23.9,4.8,5.6,.400,.519,35.1,16
Zion Williamson,NOP,2021,23.9,1.9,7.5,.167,.601,33.1,15
Lonzo Ball,NOP,2021,11.8,4.6,3.6,.301,.525,30.5,13
Steven Adams,NOP,2021,9.1,2.6,9.6,,.600,30.3,16
Eric Bledsoe,NOP,2021,13.1,3.6,3.9,.397,.473,29.5,15
Josh Hart,NOP,2021,7.5,1.6,7.7,.351,.571,28.3,16
Nickeil Alexander-Walker,NOP,2021,10.8,2.1,3.0,.333,.521,20.7,14
J.J. Redick,NOP,2021,7.9,1.3,1.8,.298,.448,19.9,16
Jaxson Hayes,NOP,2021,3.9,0.6,3.7,,.619,12.8,16
Nicolò Melli,NOP,2021,1.6,1.0,2.3,.188,.250,11.4,9
Kira Lewis,NOP,2021,3.6,1.3,0.6,.250,.333,8.6,7
Sindarius Thornwell,NOP,2021,1.0,0.2,0.4,.500,.200,6.8,5
Willy Hernangómez,NOP,2021,1.7,0.3,2.7,,.500,4.0,3
Naji Marshall,NOP,2021,0.3,0.3,0.7,.000,.000,2.7,3
Karl-Anthony Towns,MIN,2021,22.0,4.3,12.5,.375,.489,33.0,4
Malik Beasley,MIN,2021,19.9,2.2,4.9,.381,.493,31.8,17
D'Angelo Russell,MIN,2021,20.5,5.5,3.0,.400,.457,30.7,14
Anthony Edwards,MIN,2021,13.0,1.6,2.8,.304,.390,25.2,17
Ricky Rubio,MIN,2021,6.2,5.8,3.1,.185,.410,23.9,15
Josh Okogie,MIN,2021,5.7,1.4,2.7,.167,.576,22.7,11
Naz Reid,MIN,2021,12.1,1.2,4.8,.388,.609,22.1,17
Jarrett Culver,MIN,2021,8.1,0.9,5.0,.258,.538,21.2,16
Juan Hernangómez,MIN,2021,6.6,0.5,5.3,.308,.517,20.4,11
Jordan McLaughlin,MIN,2021,6.0,4.4,2.3,.375,.500,18.5,10
Jarred Vanderbilt,MIN,2021,6.7,1.7,5.6,1.000,.609,18.5,15
Jaden McDaniels,MIN,2021,4.6,0.8,2.9,.370,.333,14.5,11
Jake Layman,MIN,2021,5.1,0.8,1.3,.200,.594,14.4,12
Ed Davis,MIN,2021,2.2,1.1,5.4,,.406,13.6,14
Jaylen Nowell,MIN,2021,7.7,1.3,1.7,.375,.833,12.0,3
Ashton Hagans,MIN,2021,0.0,0.0,0.0,,,2.0,2
