name,team,year,ppg,apg,rpg,3p%,2p%,mp,gp
Zach Collins,POR,2018,4.4,0.8,3.3,.310,.455,15.8,66
Noah Vonleh,POR,2018,3.6,0.4,5.1,.333,.500,14.4,33
Wade Baldwin,POR,2018,5.4,0.7,1.1,.800,.625,11.4,7
Meyers Leonard,POR,2018,3.4,0.5,2.1,.423,.673,7.7,33
Caleb Swanigan,POR,2018,2.3,0.5,2.0,.125,.442,7.0,27
Jake Layman,POR,2018,1.0,0.3,0.5,.200,.370,4.6,35
Georgios Papagiannis,POR,2018,2.0,0.0,1.0,,1.000,4.0,1
Paul George,OKC,2018,21.9,3.3,5.7,.401,.454,36.6,79
Russell Westbrook,OKC,2018,25.4,10.3,10.1,.298,.485,36.4,80
Steven Adams,OKC,2018,13.9,1.2,9.0,.000,.631,32.7,76
Carmelo Anthony,OKC,2018,16.2,1.3,5.8,.357,.437,32.1,78
Corey Brewer,OKC,2018,10.1,1.3,3.4,.343,.532,28.6,18
Andre Roberson,OKC,2018,5.0,1.2,4.7,.222,.627,26.6,39
Jerami Grant,OKC,2018,8.4,0.7,3.9,.291,.613,20.3,81
Raymond Felton,OKC,2018,6.9,2.5,1.9,.352,.444,16.6,82
Patrick Patterson,OKC,2018,3.9,0.7,2.4,.386,.421,15.5,82
Álex Abrines,OKC,2018,4.7,0.4,1.5,.380,.443,15.1,75
Josh Huestis,OKC,2018,2.3,0.3,2.3,.287,.403,14.2,69
Terrance Ferguson,OKC,2018,3.1,0.3,0.8,.333,.612,12.5,61
Dakari Johnson,OKC,2018,1.8,0.3,1.1,,.564,5.2,31
Nick Collison,OKC,2018,2.1,0.3,1.3,,.684,5.0,15
Kyle Singler,OKC,2018,1.9,0.2,0.8,.400,.313,4.9,12
Daniel Hamilton,OKC,2018,2.0,1.3,0.8,.400,.500,4.7,6
PJ Dozier,OKC,2018,1.0,0.0,0.5,,.500,1.5,2
Donovan Mitchell,UTA,2018,20.5,3.7,3.7,.340,.502,33.4,79
Rudy Gobert,UTA,2018,13.5,1.4,10.7,,.622,32.4,56
Joe Ingles,UTA,2018,11.5,4.8,4.2,.440,.516,31.4,82
Ricky Rubio,UTA,2018,13.1,5.3,4.6,.352,.451,29.3,77
Derrick Favors,UTA,2018,12.3,1.3,7.2,.222,.596,28.0,77
Rodney Hood,UTA,2018,16.8,1.7,2.8,.389,.455,27.8,39
Jae Crowder,UTA,2018,11.8,1.5,3.8,.316,.462,27.6,27
Joe Johnson,UTA,2018,7.3,1.4,3.3,.274,.507,21.9,32
Thabo Sefolosha,UTA,2018,8.2,0.9,4.2,.381,.551,21.2,38
Dante Exum,UTA,2018,8.1,3.1,1.9,.278,.536,16.8,14
Royce O'Neale,UTA,2018,5.0,1.4,3.4,.356,.470,16.7,69
Alec Burks,UTA,2018,7.7,1.0,3.0,.331,.452,16.5,64
Jonas Jerebko,UTA,2018,5.8,0.6,3.3,.414,.511,15.3,74
Ekpe Udoh,UTA,2018,2.6,0.8,2.4,.000,.504,12.9,63
Raul Neto,UTA,2018,4.5,1.8,1.2,.404,.481,12.1,41
Nate Wolters,UTA,2018,0.4,0.2,0.4,,.167,3.8,5
Georges Niang,UTA,2018,1.0,0.3,1.0,.000,.571,3.6,9
Tony Bradley,UTA,2018,0.9,0.1,1.2,.000,.300,3.2,9
David Stockton,UTA,2018,3.3,0.0,0.0,.667,,3.0,3
Erik McCree,UTA,2018,0.0,0.0,0.3,.000,.000,2.0,4
Naz Mitrou-Long,UTA,2018,3.0,0.0,0.0,1.000,,1.0,1
Anthony Davis,NOP,2018,28.1,2.3,11.1,.340,.558,36.4,75
DeMarcus Cousins,NOP,2018,25.2,5.4,12.9,.354,.530,36.2,48
Jrue Holiday,NOP,2018,19.0,6.0,4.5,.337,.557,36.1,81
E'Twaun Moore,NOP,2018,12.5,2.3,2.9,.425,.556,31.5,82
Nikola Mirotić,NOP,2018,14.6,1.4,8.2,.335,.524,29.1,30
Rajon Rondo,NOP,2018,8.3,8.2,4.0,.333,.526,26.2,65
Darius Miller,NOP,2018,7.8,1.4,2.0,.411,.535,23.7,82
Dante Cunningham,NOP,2018,5.0,0.5,3.8,.324,.547,21.9,51
Jameer Nelson,NOP,2018,5.1,3.6,2.2,.364,.463,20.9,43
Ian Clark,NOP,2018,7.4,1.5,1.7,.318,.533,19.7,74
Solomon Hill,NOP,2018,2.4,1.8,3.0,.190,.350,15.6,12
Emeka Okafor,NOP,2018,4.4,0.3,4.6,,.505,13.6,26
Tony Allen,NOP,2018,4.7,0.4,2.1,.333,.506,12.4,22
Cheick Diallo,NOP,2018,4.9,0.4,4.1,,.580,11.2,52
Jordan Crawford,NOP,2018,6.6,2.6,0.8,.571,.308,10.6,5
DeAndre Liggins,NOP,2018,1.6,0.8,1.0,.471,.417,9.0,27
Ömer Aşık,NOP,2018,1.3,0.1,2.6,,.438,8.6,14
Larry Drew,NOP,2018,2.1,1.1,0.3,.500,.273,7.9,7
Walt Lemon,NOP,2018,3.4,1.0,0.4,1.000,.400,7.0,5
Jalen Jones,NOP,2018,1.3,0.0,0.8,1.000,.000,4.8,4
Mike James,NOP,2018,1.0,1.5,0.3,.000,.250,4.5,4
Josh Smith,NOP,2018,0.7,0.0,1.3,,.250,4.0,3
Charles Cooke,NOP,2018,0.5,0.1,0.2,.125,.167,2.9,13
LaMarcus Aldridge,SAS,2018,23.1,2.0,8.5,.293,.526,33.5,75
Kyle Anderson,SAS,2018,7.9,2.7,5.4,.333,.556,26.7,74
Patty Mills,SAS,2018,10.0,2.8,1.9,.372,.470,25.7,82
Danny Green,SAS,2018,8.6,1.6,3.6,.363,.419,25.6,70
Pau Gasol,SAS,2018,10.1,3.1,8.0,.358,.481,23.5,77
Kawhi Leonard,SAS,2018,16.2,2.3,4.7,.314,.539,23.3,9
Rudy Gay,SAS,2018,11.5,1.3,5.1,.314,.516,21.6,57
Dejounte Murray,SAS,2018,8.1,2.9,5.7,.265,.454,21.5,81
Manu Ginóbili,SAS,2018,8.9,2.5,2.2,.333,.506,20.0,65
Tony Parker,SAS,2018,7.7,3.5,1.7,.270,.479,19.5,55
Bryn Forbes,SAS,2018,6.9,1.0,1.4,.390,.446,19.0,80
Dāvis Bertāns,SAS,2018,5.9,1.0,2.0,.373,.588,14.1,77
Joffrey Lauvergne,SAS,2018,4.1,0.7,3.1,.000,.530,9.7,55
Brandon Paul,SAS,2018,2.3,0.6,1.1,.278,.548,9.0,64
Derrick White,SAS,2018,3.2,0.5,1.5,.615,.400,8.2,17
Matt Costello,SAS,2018,1.0,0.5,2.3,,.500,8.0,4
Darrun Hilliard,SAS,2018,1.1,0.8,0.5,.000,.385,6.8,14
Jimmy Butler,MIN,2018,22.2,4.9,5.3,.350,.509,36.7,59
Andrew Wiggins,MIN,2018,17.7,2.0,4.4,.331,.475,36.3,82
Karl-Anthony Towns,MIN,2018,21.3,2.4,12.3,.421,.585,35.6,82
Taj Gibson,MIN,2018,12.2,1.2,7.1,.200,.595,33.2,82
Jeff Teague,MIN,2018,14.2,7.0,3.0,.368,.477,33.0,70
Jamal Crawford,MIN,2018,10.3,2.3,1.2,.331,.477,20.7,80
Nemanja Bjelica,MIN,2018,6.8,1.3,4.1,.415,.505,20.5,67
Tyus Jones,MIN,2018,5.1,2.8,1.6,.349,.528,17.9,82
Gorgui Dieng,MIN,2018,5.9,0.9,4.6,.311,.511,16.9,79
Derrick Rose,MIN,2018,5.8,1.2,0.7,.167,.458,12.4,9
Shabazz Muhammad,MIN,2018,3.8,0.2,1.4,.211,.422,9.4,32
Aaron Brooks,MIN,2018,2.3,0.6,0.5,.355,.447,5.9,32
Marcus Georges-Hunt,MIN,2018,1.4,0.2,0.4,.267,.515,5.3,42
Anthony Brown,MIN,2018,3.0,1.0,0.0,1.000,,4.0,1
Justin Patton,MIN,2018,2.0,0.0,0.0,,.500,4.0,1
Cole Aldrich,MIN,2018,0.6,0.1,0.7,,.333,2.3,21
Gary Harris,DEN,2018,17.5,2.9,2.6,.396,.553,34.4,67
Will Barton,DEN,2018,15.7,4.1,5.0,.370,.510,33.1,81
Nikola Jokić,DEN,2018,18.5,6.1,10.7,.396,.538,32.6,75
Jamal Murray,DEN,2018,16.7,3.4,3.7,.378,.502,31.7,81
Wilson Chandler,DEN,2018,10.0,2.1,5.4,.358,.501,31.7,74
Paul Millsap,DEN,2018,14.6,2.8,6.4,.345,.506,30.1,38
Devin Harris,DEN,2018,8.2,2.5,1.6,.343,.500,19.7,27
Mason Plumlee,DEN,2018,7.1,1.9,5.4,.000,.602,19.4,74
Trey Lyles,DEN,2018,9.9,1.2,4.8,.381,.563,19.1,73
Emmanuel Mudiay,DEN,2018,8.5,2.9,2.2,.373,.414,17.9,42
Torrey Craig,DEN,2018,4.2,0.6,3.3,.293,.570,16.1,39
Kenneth Faried,DEN,2018,5.9,0.6,4.8,.000,.517,14.4,32
Juan Hernangómez,DEN,2018,3.3,0.5,2.2,.280,.600,11.1,25
Malik Beasley,DEN,2018,3.2,0.5,1.1,.341,.469,9.4,62
Monte Morris,DEN,2018,3.3,2.3,0.7,.000,.800,8.3,3
Richard Jefferson,DEN,2018,1.5,0.8,0.9,.286,.500,8.2,20
Darrell Arthur,DEN,2018,2.8,0.5,0.8,.348,.583,7.4,19
Tyler Lydon,DEN,2018,0.0,0.0,0.0,,,2.0,1
Blake Griffin,LAC,2018,22.6,5.4,7.9,.342,.488,34.5,33
Tobias Harris,LAC,2018,19.3,3.1,6.0,.414,.501,34.5,32
Austin Rivers,LAC,2018,15.1,4.0,2.4,.378,.461,33.7,61
Lou Williams,LAC,2018,22.6,5.3,2.5,.359,.484,32.8,79
Danilo Gallinari,LAC,2018,15.3,2.0,4.8,.324,.455,32.0,21
DeAndre Jordan,LAC,2018,12.0,1.5,15.2,,.645,31.5,77
Patrick Beverley,LAC,2018,12.2,2.9,4.1,.400,.407,30.4,11
Tyrone Wallace,LAC,2018,9.7,2.4,3.5,.250,.483,28.4,30
Avery Bradley,LAC,2018,9.2,1.8,3.7,.111,.543,27.5,6
Miloš Teodosić,LAC,2018,9.5,4.6,2.8,.379,.492,25.2,45
Wesley Johnson,LAC,2018,5.4,0.8,2.9,.339,.471,20.1,74
C.J. Williams,LAC,2018,5.5,1.1,1.5,.282,.546,18.6,38
Jamil Wilson,LAC,2018,7.0,0.7,2.1,.429,.611,18.3,15
Montrezl Harrell,LAC,2018,11.0,1.0,4.0,.143,.641,17.0,76
Jawun Evans,LAC,2018,4.8,2.1,1.8,.278,.372,16.2,48
Sindarius Thornwell,LAC,2018,3.9,0.9,1.9,.377,.448,15.8,73
Sam Dekker,LAC,2018,4.2,0.5,2.4,.167,.593,12.1,73
Willie Reed,LAC,2018,4.9,0.2,3.1,.500,.669,10.7,39
Sean Kilpatrick,LAC,2018,4.8,0.8,0.5,.429,.364,9.5,4
Boban Marjanović,LAC,2018,5.9,0.4,4.4,,.551,8.3,20
Brice Johnson,LAC,2018,1.8,0.1,1.4,.000,.700,4.2,9
Lonzo Ball,LAL,2018,10.2,7.2,6.9,.305,.420,34.2,52
Brandon Ingram,LAL,2018,16.1,3.9,5.3,.390,.483,33.5,59
Kentavious Caldwell-Pope,LAL,2018,13.4,2.2,5.2,.383,.473,33.2,74
Andre Ingram,LAL,2018,12.0,3.5,3.0,.556,.375,32.0,2
Kyle Kuzma,LAL,2018,16.1,1.8,6.3,.366,.511,31.2,77
Isaiah Thomas,LAL,2018,15.6,5.0,2.1,.327,.429,26.8,17
Julius Randle,LAL,2018,16.1,2.6,8.0,.222,.575,26.7,82
Jordan Clarkson,LAL,2018,14.5,3.3,3.0,.324,.505,23.7,53
Brook Lopez,LAL,2018,13.0,1.7,4.0,.345,.549,23.4,74
Josh Hart,LAL,2018,7.9,1.3,4.2,.396,.551,23.2,63
Larry Nance,LAL,2018,8.6,1.4,6.8,.250,.606,22.0,42
Channing Frye,LAL,2018,5.8,1.1,2.8,.360,.611,16.7,9
Alex Caruso,LAL,2018,3.6,2.0,1.8,.302,.507,15.2,37
Travis Wear,LAL,2018,4.4,0.4,2.2,.362,.320,13.4,17
Luol Deng,LAL,2018,2.0,1.0,0.0,,.500,13.0,1
Corey Brewer,LAL,2018,3.7,0.8,1.7,.186,.543,12.9,54
Tyler Ennis,LAL,2018,4.1,1.9,1.8,.250,.476,12.6,54
Gary Payton,LAL,2018,3.5,1.1,2.5,.308,.464,10.5,11
Ivica Zubac,LAL,2018,3.7,0.6,2.9,.000,.504,9.5,43
Vander Blue,LAL,2018,0.6,0.6,0.2,.000,.333,9.0,5
Andrew Bogut,LAL,2018,1.5,0.6,3.3,,.680,9.0,24
Nigel Hayes,LAL,2018,1.5,1.0,0.0,.000,1.000,5.5,2
Thomas Bryant,LAL,2018,1.5,0.4,1.1,.100,.636,4.8,15
Derrick Williams,LAL,2018,1.0,0.0,0.5,.000,.500,4.5,2
Willie Cauley-Stein,SAC,2018,12.8,2.4,7.0,.250,.506,28.0,73
Bogdan Bogdanović,SAC,2018,11.8,3.3,2.9,.392,.485,27.9,78
De'Aaron Fox,SAC,2018,11.6,4.4,2.8,.307,.436,27.8,73
George Hill,SAC,2018,10.3,2.8,2.7,.453,.480,26.6,43
Zach Randolph,SAC,2018,14.5,2.2,6.7,.347,.503,25.6,59
Buddy Hield,SAC,2018,13.5,1.9,3.8,.431,.457,25.3,80
Garrett Temple,SAC,2018,8.4,1.9,2.3,.392,.442,24.8,65
Justin Jackson,SAC,2018,6.7,1.1,2.8,.308,.547,22.1,68
Nigel Hayes,SAC,2018,3.6,0.8,4.4,.167,.375,21.0,5
Skal Labissière,SAC,2018,8.7,1.2,4.8,.353,.459,20.7,60
Kosta Koufos,SAC,2018,6.7,1.2,6.6,,.571,19.6,71
Frank Mason,SAC,2018,7.9,2.8,2.5,.360,.384,18.9,52
Vince Carter,SAC,2018,5.4,1.2,2.6,.345,.483,17.7,58
JaKarr Sampson,SAC,2018,4.7,0.4,3.5,.500,.549,15.6,22
Malachi Richardson,SAC,2018,3.5,0.5,1.3,.308,.347,12.8,25
Jack Cooley,SAC,2018,5.7,0.9,4.3,,.481,12.4,7
Bruno Caboclo,SAC,2018,2.6,0.3,2.1,.200,.429,10.0,10
Georgios Papagiannis,SAC,2018,2.1,0.6,2.3,,.415,7.4,16
Harrison Barnes,DAL,2018,18.9,2.0,6.1,.357,.478,34.2,77
Wesley Matthews,DAL,2018,12.7,2.7,3.1,.381,.441,33.8,63
Dennis Smith,DAL,2018,15.2,5.2,3.8,.313,.435,29.7,69
Yogi Ferrell,DAL,2018,10.2,2.5,3.0,.373,.477,27.8,82
Aaron Harrison,DAL,2018,6.7,1.2,2.7,.209,.385,25.9,9
Dirk Nowitzki,DAL,2018,12.0,1.6,5.7,.409,.494,24.7,77
J.J. Barea,DAL,2018,11.6,6.3,2.9,.367,.499,23.2,69
Doug McDermott,DAL,2018,9.0,1.1,2.5,.494,.465,22.9,26
Dorian Finney-Smith,DAL,2018,5.9,1.2,3.6,.299,.481,21.3,21
Dwight Powell,DAL,2018,8.5,1.2,5.6,.333,.656,21.2,79
Devin Harris,DAL,2018,8.5,1.9,1.9,.352,.465,18.3,44
Maxi Kleber,DAL,2018,5.4,0.7,3.3,.313,.613,16.8,72
Johnathan Motley,DAL,2018,8.7,0.6,4.5,.167,.565,16.0,11
Nerlens Noel,DAL,2018,4.4,0.7,5.6,.000,.529,15.7,30
Kyle Collinsworth,DAL,2018,3.2,1.8,3.3,.235,.415,15.0,32
Jalen Jones,DAL,2018,5.8,0.3,2.9,.360,.410,13.5,12
Salah Mejri,DAL,2018,3.5,0.6,4.0,.000,.657,12.0,61
Gian Clavell,DAL,2018,2.9,0.4,1.0,.400,.000,9.1,7
Jameel Warney,DAL,2018,5.7,0.0,3.0,,.583,9.0,3
Scotty Hopson,DAL,2018,1.0,1.0,0.0,,.000,8.0,1
Antonius Cleveland,DAL,2018,0.8,0.2,0.8,.000,.308,6.2,13
Jeff Withey,DAL,2018,1.7,0.0,1.1,.200,.667,4.3,9
Josh McRoberts,DAL,2018,0.0,0.0,0.0,.000,,3.0,2
Marc Gasol,MEM,2018,17.2,4.2,8.1,.341,.456,33.0,73
Mike Conley,MEM,2018,17.1,4.1,2.3,.312,.440,31.1,12
Tyreke Evans,MEM,2018,19.4,5.2,5.1,.399,.482,30.9,52
Dillon Brooks,MEM,2018,11.0,1.6,3.1,.356,.484,28.7,82
JaMychal Green,MEM,2018,10.3,1.4,8.4,.339,.499,28.0,55
MarShon Brooks,MEM,2018,20.1,3.6,3.0,.594,.457,27.6,7
Marquis Teague,MEM,2018,3.7,4.3,2.0,.250,.250,24.7,3
Briante Weber,MEM,2018,4.8,1.8,3.4,.000,.526,23.8,5
Andrew Harrison,MEM,2018,9.5,3.2,2.3,.331,.467,23.7,56
Xavier Rathan-Mayes,MEM,2018,5.8,3.6,1.0,.071,.393,23.6,5
James Ennis,MEM,2018,6.9,1.1,3.5,.357,.565,23.4,45
Jarell Martin,MEM,2018,7.7,1.0,4.4,.347,.470,22.8,73
Mario Chalmers,MEM,2018,7.7,3.0,2.4,.277,.456,21.5,66
Kobi Simmons,MEM,2018,6.1,2.1,1.6,.282,.460,20.1,32
Wayne Selden,MEM,2018,9.3,1.9,1.6,.402,.456,19.8,35
Ben McLemore,MEM,2018,7.5,0.9,2.5,.346,.477,19.5,56
Chandler Parsons,MEM,2018,7.9,1.9,2.5,.421,.504,19.2,36
Myke Henry,MEM,2018,5.4,1.1,1.9,.328,.431,18.9,20
Omari Johnson,MEM,2018,5.5,1.8,2.8,.333,.556,18.8,4
Deyonta Davis,MEM,2018,5.8,0.6,4.0,,.608,15.2,62
Ivan Rabb,MEM,2018,5.6,0.9,4.4,,.566,14.3,36
Brandan Wright,MEM,2018,5.0,0.5,3.4,,.576,13.6,27
Brice Johnson,MEM,2018,3.0,0.1,2.0,,.419,6.7,9
Vince Hunter,MEM,2018,1.5,0.0,0.8,,.600,1.8,4
Devin Booker,PHO,2018,24.9,4.7,4.5,.383,.460,34.5,54
T.J. Warren,PHO,2018,19.6,1.3,5.1,.222,.523,33.0,65
Elfrid Payton,PHO,2018,11.8,6.2,5.3,.200,.467,29.0,19
Eric Bledsoe,PHO,2018,15.7,3.0,2.3,.308,.444,27.7,3
Josh Jackson,PHO,2018,13.1,1.5,4.6,.263,.464,25.4,77
Dragan Bender,PHO,2018,6.5,1.6,4.4,.366,.426,25.2,82
Tyson Chandler,PHO,2018,6.5,1.2,9.1,,.647,25.0,46
Tyler Ulis,PHO,2018,7.8,4.4,1.8,.288,.425,23.4,71
Greg Monroe,PHO,2018,11.3,2.5,8.0,,.626,23.3,20
Isaiah Canaan,PHO,2018,9.1,4.0,2.3,.333,.429,22.0,19
Marquese Chriss,PHO,2018,7.7,1.2,5.5,.295,.509,21.2,72
Mike James,PHO,2018,10.4,3.8,2.8,.268,.442,20.9,32
Troy Daniels,PHO,2018,8.9,0.6,1.6,.400,.419,20.5,79
Alex Len,PHO,2018,8.5,1.2,7.5,.333,.568,20.2,69
Danuel House,PHO,2018,6.6,1.1,3.3,.259,.577,17.5,23
Josh Gray,PHO,2018,6.4,2.4,2.0,.231,.286,17.2,5
Shaquille Harrison,PHO,2018,6.6,2.4,2.7,.231,.541,16.7,23
Jared Dudley,PHO,2018,3.2,1.6,2.0,.363,.452,14.3,48
Alan Williams,PHO,2018,4.0,1.6,4.4,,.389,14.0,5
Davon Reed,PHO,2018,3.0,0.6,1.9,.289,.289,11.5,21
Alec Peters,PHO,2018,4.1,0.6,1.9,.310,.625,11.3,20
Derrick Jones,PHO,2018,1.5,0.5,0.7,.000,1.000,5.5,6
