name,team,year,ppg,apg,rpg,3p%,2p%,mp,gp
Robert Covington,HOU,2020,11.6,1.5,8.0,.315,.610,33.0,22
Clint Capela,HOU,2020,13.9,1.2,13.8,,.629,32.8,39
Danuel House,HOU,2020,10.5,1.3,4.2,.363,.549,30.4,63
Eric Gordon,HOU,2020,14.4,1.5,2.0,.317,.469,28.2,36
Austin Rivers,HOU,2020,8.8,1.7,2.6,.356,.498,23.4,68
Ben McLemore,HOU,2020,10.1,0.8,2.2,.400,.656,22.8,71
Jeff Green,HOU,2020,12.2,1.7,2.9,.354,.800,22.6,18
DeMarre Carroll,HOU,2020,6.0,1.6,2.7,.250,.647,17.2,9
Gary Clark,HOU,2020,3.9,0.7,2.2,.353,.625,11.8,18
Isaiah Hartenstein,HOU,2020,4.7,0.8,3.9,.000,.710,11.6,23
Michael Frazier,HOU,2020,2.1,0.2,0.8,.174,.500,11.2,13
Thabo Sefolosha,HOU,2020,2.2,0.6,2.3,.278,.595,10.6,41
Chris Clemons,HOU,2020,4.9,0.8,0.9,.346,.571,8.8,33
Tyson Chandler,HOU,2020,1.3,0.2,2.5,,.778,8.4,26
Luc Mbah a Moute,HOU,2020,1.7,0.0,0.7,.000,.667,8.3,3
Ryan Anderson,HOU,2020,2.5,1.0,3.5,.200,.500,7.0,2
William Howard,HOU,2020,0.0,0.5,1.0,.000,,6.5,2
Bruno Caboclo,HOU,2020,3.5,0.3,2.0,.250,.667,6.5,8
Shai Gilgeous-Alexander,OKC,2020,19.0,3.3,5.9,.347,.512,34.7,70
Chris Paul,OKC,2020,17.6,6.7,5.0,.365,.554,31.5,70
Dennis Schröder,OKC,2020,18.9,4.0,3.6,.385,.513,30.8,65
Danilo Gallinari,OKC,2020,18.7,1.9,5.2,.405,.476,29.6,62
Steven Adams,OKC,2020,10.9,2.3,9.3,.333,.594,26.7,63
Luguentz Dort,OKC,2020,6.8,0.8,2.3,.297,.479,22.8,36
Terrance Ferguson,OKC,2020,3.9,0.9,1.3,.292,.558,22.4,56
Hamidou Diallo,OKC,2020,6.9,0.8,3.6,.281,.485,19.5,46
Darius Bazley,OKC,2020,5.6,0.7,4.0,.348,.432,18.5,61
Nerlens Noel,OKC,2020,7.4,0.9,4.9,.333,.688,18.5,61
Abdel Nader,OKC,2020,6.3,0.7,1.8,.375,.556,15.8,55
Andre Roberson,OKC,2020,2.9,0.6,3.9,.214,.333,12.4,7
Mike Muscala,OKC,2020,4.8,0.9,2.3,.378,.500,12.2,47
Deonte Burton,OKC,2020,2.7,0.4,1.5,.189,.458,9.1,39
Devon Hall,OKC,2020,1.8,1.2,0.6,.235,.154,7.4,11
Kevin Hervey,OKC,2020,1.7,0.5,1.2,.150,.571,5.2,10
Justin Patton,OKC,2020,1.8,0.4,1.0,.250,.500,4.8,5
Isaiah Roby,OKC,2020,0.0,0.0,0.7,,.000,3.7,3
Rudy Gobert,UTA,2020,15.1,1.5,13.5,,.693,34.3,68
Donovan Mitchell,UTA,2020,24.0,4.3,4.4,.366,.494,34.3,69
Bojan Bogdanović,UTA,2020,20.2,2.1,4.1,.414,.479,33.1,63
Joe Ingles,UTA,2020,9.8,5.2,3.9,.399,.525,29.7,72
Mike Conley,UTA,2020,14.4,4.4,3.2,.375,.437,29.0,47
Royce O'Neale,UTA,2020,6.3,2.5,5.5,.377,.545,28.9,71
Jordan Clarkson,UTA,2020,15.6,1.6,2.8,.366,.547,24.7,42
Jeff Green,UTA,2020,7.8,0.7,2.7,.327,.451,18.4,30
Emmanuel Mudiay,UTA,2020,7.3,2.1,2.3,.345,.504,15.7,54
Georges Niang,UTA,2020,5.9,0.7,1.9,.400,.526,14.0,66
Tony Bradley,UTA,2020,4.9,0.4,4.6,1.000,.661,11.4,58
Justin Wright-Foreman,UTA,2020,4.8,1.8,1.3,.200,.500,11.3,4
Miye Oni,UTA,2020,3.5,0.4,1.7,.368,.385,10.9,10
Ed Davis,UTA,2020,1.8,0.4,3.8,,.478,10.8,28
Jarrell Brantley,UTA,2020,2.7,1.2,2.2,.231,.467,10.7,9
Rayjon Tucker,UTA,2020,3.1,0.3,1.0,.176,.654,8.1,20
Dante Exum,UTA,2020,2.2,0.6,1.1,.333,.471,7.5,11
Juwan Morgan,UTA,2020,1.7,0.3,1.4,.375,.667,6.4,21
Nigel Williams-Goss,UTA,2020,1.4,0.6,0.6,.286,.333,5.0,10
Stanton Kidd,UTA,2020,0.0,0.3,0.8,.000,.000,3.8,4
Luka Dončić,DAL,2020,28.8,8.8,9.4,.316,.574,33.6,61
Kristaps Porziņģis,DAL,2020,20.4,1.8,9.5,.352,.484,31.8,57
Dorian Finney-Smith,DAL,2020,9.5,1.6,5.7,.376,.589,29.9,71
Tim Hardaway,DAL,2020,15.8,1.9,3.3,.398,.485,29.5,71
Dwight Powell,DAL,2020,9.4,1.5,5.7,.256,.716,26.5,40
Maxi Kleber,DAL,2020,9.1,1.2,5.2,.373,.605,25.5,74
Seth Curry,DAL,2020,12.4,1.9,2.3,.452,.549,24.6,64
Trey Burke,DAL,2020,12.0,3.8,1.9,.432,.422,23.9,8
Delon Wright,DAL,2020,6.9,3.3,3.8,.370,.504,21.5,73
Jalen Brunson,DAL,2020,8.2,3.3,2.4,.358,.515,17.9,57
Justin Jackson,DAL,2020,5.5,0.8,2.4,.294,.489,16.1,65
J.J. Barea,DAL,2020,7.7,3.9,1.8,.376,.434,15.5,29
Courtney Lee,DAL,2020,4.5,0.5,1.3,.447,.543,14.4,24
Willie Cauley-Stein,DAL,2020,5.2,0.8,4.6,.000,.705,12.1,13
Ryan Broekhoff,DAL,2020,4.2,0.6,2.5,.392,.250,10.6,17
Boban Marjanović,DAL,2020,6.6,0.5,4.5,.235,.603,9.6,44
Michael Kidd-Gilchrist,DAL,2020,0.9,0.3,2.5,.000,.400,9.3,13
Josh Reaves,DAL,2020,2.0,0.8,0.8,.000,.429,7.0,4
Antonius Cleveland,DAL,2020,1.0,0.1,0.6,.000,.364,4.2,11
Damian Lillard,POR,2020,30.0,8.0,4.3,.401,.524,37.5,66
CJ McCollum,POR,2020,22.2,4.4,4.2,.379,.494,36.5,70
Trevor Ariza,POR,2020,11.0,2.0,4.8,.400,.595,33.4,21
Carmelo Anthony,POR,2020,15.4,1.5,6.3,.385,.448,32.8,58
Jusuf Nurkić,POR,2020,17.6,4.0,10.3,.200,.525,31.6,8
Hassan Whiteside,POR,2020,15.5,1.2,13.5,.571,.622,30.0,67
Rodney Hood,POR,2020,11.0,1.5,3.4,.493,.515,29.5,21
Zach Collins,POR,2020,7.0,1.5,6.3,.368,.510,26.4,11
Kent Bazemore,POR,2020,7.9,1.4,4.0,.327,.368,25.8,43
Gary Trent,POR,2020,8.9,1.0,1.6,.418,.486,21.8,61
Anfernee Simons,POR,2020,8.3,1.4,2.2,.332,.448,20.7,70
Skal Labissière,POR,2020,5.8,1.3,5.1,.231,.582,17.2,33
Anthony Tolliver,POR,2020,3.9,0.9,3.3,.337,.464,16.8,33
Mario Hezonja,POR,2020,4.8,0.9,3.5,.308,.486,16.4,53
Caleb Swanigan,POR,2020,3.0,1.5,4.7,.000,.634,13.3,20
Nassir Little,POR,2020,3.6,0.5,2.3,.237,.554,11.9,48
Wenyen Gabriel,POR,2020,2.3,0.3,2.2,.417,.526,9.2,19
Jaylen Hoard,POR,2020,2.9,0.3,2.5,.000,.517,7.9,13
Moses Brown,POR,2020,1.2,0.1,1.6,,.400,3.7,9
Ja Morant,MEM,2020,17.8,7.3,3.9,.335,.511,31.0,67
Jae Crowder,MEM,2020,9.9,2.8,6.2,.293,.519,29.4,45
Dillon Brooks,MEM,2020,16.2,2.1,3.3,.358,.438,28.9,73
Jaren Jackson,MEM,2020,17.4,1.4,4.6,.394,.540,28.5,57
Jonas Valančiūnas,MEM,2020,14.9,1.9,11.3,.352,.617,26.4,70
Brandon Clarke,MEM,2020,12.1,1.4,5.9,.359,.658,22.4,58
Kyle Anderson,MEM,2020,5.8,2.4,4.3,.282,.541,19.9,67
De'Anthony Melton,MEM,2020,7.6,2.9,3.7,.286,.464,19.5,60
Tyus Jones,MEM,2020,7.4,4.4,1.6,.379,.492,19.0,65
Grayson Allen,MEM,2020,8.7,1.4,2.2,.404,.545,18.9,38
Solomon Hill,MEM,2020,5.7,2.0,3.0,.381,.465,18.8,48
Gorgui Dieng,MEM,2020,7.2,0.9,5.8,.250,.618,18.7,17
Anthony Tolliver,MEM,2020,4.8,0.8,2.5,.415,.286,18.2,13
Josh Jackson,MEM,2020,9.0,1.6,3.0,.319,.540,17.3,22
Marko Guduric,MEM,2020,3.9,1.0,1.7,.301,.500,11.0,44
Jordan Bell,MEM,2020,5.0,1.0,1.5,.667,.250,10.5,2
John Konchar,MEM,2020,2.8,1.2,2.5,.500,.704,9.5,19
Bruno Caboclo,MEM,2020,2.8,0.5,2.0,.160,.545,8.7,22
Dusty Hannahs,MEM,2020,6.0,0.0,0.5,.667,.333,6.5,2
Yuta Watanabe,MEM,2020,2.0,0.3,1.1,.375,.462,5.8,18
Jarrod Uthoff,MEM,2020,1.0,0.0,0.3,.000,.333,3.5,4
Devin Booker,PHO,2020,26.6,6.5,4.2,.354,.549,35.9,70
Kelly Oubre,PHO,2020,18.7,1.5,6.4,.352,.511,34.5,56
Deandre Ayton,PHO,2020,18.2,1.9,11.5,.231,.553,32.5,38
Ricky Rubio,PHO,2020,13.0,8.8,4.7,.361,.439,31.0,65
Mikal Bridges,PHO,2020,9.1,1.8,4.0,.361,.610,28.0,73
Dario Šarić,PHO,2020,10.7,1.9,6.2,.357,.568,24.7,66
Cameron Payne,PHO,2020,10.9,3.0,3.9,.517,.462,22.9,8
Aron Baynes,PHO,2020,11.5,1.6,5.6,.351,.582,22.2,42
Cameron Johnson,PHO,2020,8.8,1.2,3.3,.390,.526,22.0,57
Frank Kaminsky,PHO,2020,9.7,1.9,4.5,.331,.530,19.9,39
Tyler Johnson,PHO,2020,5.7,1.6,1.7,.289,.466,16.6,31
Jevon Carter,PHO,2020,4.9,1.4,2.0,.425,.402,16.3,58
Elie Okobo,PHO,2020,4.0,2.1,1.6,.352,.427,13.1,55
Jonah Bolden,PHO,2020,2.0,0.0,2.7,.000,.400,11.0,3
Ty Jerome,PHO,2020,3.3,1.4,1.5,.280,.381,10.6,31
Cheick Diallo,PHO,2020,4.7,0.5,2.8,.333,.655,10.2,47
Jalen Lecque,PHO,2020,2.0,0.4,0.4,.000,.667,6.4,5
Tariq Owens,PHO,2020,1.3,0.0,1.0,.000,.333,5.0,3
Jared Harper,PHO,2020,0.7,0.0,0.0,.000,.500,2.7,3
DeMar DeRozan,SAS,2020,22.1,5.6,5.5,.257,.540,34.1,68
LaMarcus Aldridge,SAS,2020,18.9,2.4,7.4,.389,.519,33.1,53
Dejounte Murray,SAS,2020,10.9,4.1,5.8,.369,.481,25.6,66
Bryn Forbes,SAS,2020,11.2,1.7,2.0,.388,.470,25.1,63
Derrick White,SAS,2020,11.3,3.5,3.3,.366,.518,24.7,68
Patty Mills,SAS,2020,11.6,1.8,1.6,.382,.533,22.5,66
Rudy Gay,SAS,2020,10.8,1.7,5.4,.336,.511,21.8,67
Trey Lyles,SAS,2020,6.4,1.1,5.7,.387,.503,20.2,63
Keldon Johnson,SAS,2020,9.1,0.9,3.4,.591,.597,17.7,17
Jakob Poeltl,SAS,2020,5.6,1.8,5.7,,.624,17.7,66
Lonnie Walker,SAS,2020,6.4,1.1,2.3,.406,.434,16.2,61
Luka Šamanić,SAS,2020,5.3,2.0,3.3,.375,.250,16.0,3
Marco Belinelli,SAS,2020,6.3,1.2,1.7,.376,.412,15.5,57
Drew Eubanks,SAS,2020,4.9,0.7,3.9,1.000,.636,12.4,22
DeMarre Carroll,SAS,2020,2.2,0.7,2.1,.231,.375,9.0,15
Quinndary Weatherspoon,SAS,2020,1.1,1.0,0.6,.200,.333,7.1,11
Chimezie Metu,SAS,2020,3.2,0.6,1.8,.000,.600,5.8,18
Tyler Zeller,SAS,2020,1.0,0.0,2.0,,.250,2.0,2
Harrison Barnes,SAC,2020,14.5,2.2,4.9,.381,.501,34.5,72
De'Aaron Fox,SAC,2020,21.1,6.8,3.8,.292,.535,32.0,51
Buddy Hield,SAC,2020,19.2,3.0,4.6,.394,.479,30.8,72
Bogdan Bogdanović,SAC,2020,15.1,3.4,3.4,.372,.532,29.0,61
Richaun Holmes,SAC,2020,12.3,1.0,8.1,,.648,28.2,44
Nemanja Bjelica,SAC,2020,11.5,2.8,6.4,.419,.541,27.9,72
Marvin Bagley,SAC,2020,14.2,0.8,7.5,.182,.510,25.7,13
Trevor Ariza,SAC,2020,6.0,1.6,4.6,.352,.488,24.7,32
Cory Joseph,SAC,2020,6.4,3.5,2.6,.352,.455,24.4,72
Kent Bazemore,SAC,2020,10.3,1.3,4.9,.384,.437,23.1,25
Eric Mika,SAC,2020,6.0,0.0,7.0,,.667,19.0,1
Dewayne Dedmon,SAC,2020,5.1,0.4,4.9,.197,.550,15.9,34
Alex Len,SAC,2020,5.9,0.5,6.1,.667,.589,15.0,15
Harry Giles,SAC,2020,6.9,1.3,4.1,.000,.558,14.5,46
Jabari Parker,SAC,2020,8.5,1.7,3.8,.250,.625,13.3,6
DaQuan Jeffries,SAC,2020,3.8,0.5,1.4,.278,.682,10.8,13
Yogi Ferrell,SAC,2020,4.4,1.4,1.0,.304,.505,10.6,50
Anthony Tolliver,SAC,2020,1.0,0.3,1.2,.133,.500,9.1,9
Corey Brewer,SAC,2020,1.0,0.4,1.6,.000,.667,6.6,5
Justin James,SAC,2020,2.5,0.5,0.9,.310,.473,6.4,36
Wenyen Gabriel,SAC,2020,1.7,0.3,0.9,.125,.556,5.5,11
Kyle Guy,SAC,2020,1.3,0.3,0.3,.000,1.000,3.3,3
Caleb Swanigan,SAC,2020,0.7,0.3,1.0,,.500,3.3,7
Jrue Holiday,NOP,2020,19.1,6.7,4.8,.353,.509,34.7,61
Brandon Ingram,NOP,2020,23.8,4.2,6.1,.391,.501,33.9,62
Lonzo Ball,NOP,2020,11.8,7.0,6.1,.375,.442,32.1,63
Zion Williamson,NOP,2020,22.5,2.1,6.3,.429,.590,27.8,24
Josh Hart,NOP,2020,10.1,1.7,6.5,.342,.584,27.0,65
J.J. Redick,NOP,2020,15.3,2.0,2.5,.453,.453,26.4,60
Derrick Favors,NOP,2020,9.0,1.6,9.8,.143,.627,24.4,51
Kenrich Williams,NOP,2020,3.5,1.5,4.8,.258,.520,21.3,39
E'Twaun Moore,NOP,2020,8.3,1.4,2.3,.377,.456,18.2,56
Sindarius Thornwell,NOP,2020,8.0,2.0,2.0,.500,.571,17.5,2
Nicolò Melli,NOP,2020,6.6,1.4,3.0,.335,.573,17.4,60
Jaxson Hayes,NOP,2020,7.4,0.9,4.0,.250,.678,16.9,64
Jahlil Okafor,NOP,2020,8.1,1.2,4.2,.333,.629,15.6,30
Frank Jackson,NOP,2020,6.3,1.0,1.4,.326,.465,13.5,59
Zylan Cheatham,NOP,2020,3.0,0.8,2.3,.000,.750,12.8,4
Nickeil Alexander-Walker,NOP,2020,5.7,1.9,1.8,.346,.391,12.6,47
Josh Gray,NOP,2020,1.0,1.0,1.0,,.500,11.5,2
Andrew Wiggins,MIN,2020,22.4,3.7,5.2,.331,.505,34.6,42
Karl-Anthony Towns,MIN,2020,26.5,4.4,10.8,.412,.586,33.9,35
Malik Beasley,MIN,2020,20.7,1.9,5.1,.426,.517,33.1,14
D'Angelo Russell,MIN,2020,21.7,6.6,4.6,.345,.485,32.7,12
Robert Covington,MIN,2020,12.8,1.2,6.0,.346,.587,29.4,48
Juan Hernangómez,MIN,2020,12.9,1.3,7.3,.420,.485,29.4,14
Jeff Teague,MIN,2020,13.2,6.1,2.6,.379,.473,27.8,34
Josh Okogie,MIN,2020,8.6,1.6,4.3,.266,.529,25.0,62
James Johnson,MIN,2020,12.0,3.8,4.7,.370,.573,24.1,14
Jarrett Culver,MIN,2020,9.2,1.7,3.4,.299,.471,23.9,63
Shabazz Napier,MIN,2020,9.6,5.2,3.1,.296,.540,23.8,36
Jake Layman,MIN,2020,9.1,0.7,2.5,.333,.533,22.0,23
Treveon Graham,MIN,2020,5.2,0.9,3.0,.241,.457,20.1,33
Jordan McLaughlin,MIN,2020,7.6,4.2,1.6,.382,.569,19.7,30
Keita Bates-Diop,MIN,2020,6.8,0.8,3.0,.330,.500,17.5,37
Gorgui Dieng,MIN,2020,7.4,1.3,5.6,.383,.497,16.9,46
Naz Reid,MIN,2020,9.0,1.2,4.1,.330,.466,16.5,30
Kelan Martin,MIN,2020,6.4,0.7,3.1,.260,.541,16.0,31
Allen Crabbe,MIN,2020,3.2,0.6,1.3,.231,.625,14.6,9
Noah Vonleh,MIN,2020,4.1,0.9,4.0,.143,.625,12.0,29
Jaylen Nowell,MIN,2020,3.8,1.3,0.9,.115,.593,10.1,15
Jordan Bell,MIN,2020,3.1,0.5,2.9,.222,.588,8.7,27
Jarred Vanderbilt,MIN,2020,1.0,0.0,0.5,.000,,2.5,2
Jacob Evans,MIN,2020,0.0,0.0,0.0,.000,,2.0,2
Andrew Wiggins,GSW,2020,19.4,3.6,4.6,.339,.512,33.6,12
D'Angelo Russell,GSW,2020,23.6,6.2,3.7,.374,.487,32.1,33
Glenn Robinson,GSW,2020,12.9,1.8,4.7,.400,.522,31.6,48
Mychal Mulder,GSW,2020,11.0,1.1,3.3,.308,.667,29.1,7
Alec Burks,GSW,2020,16.1,3.1,4.7,.375,.424,29.0,48
Damion Lee,GSW,2020,12.7,2.7,4.9,.356,.471,29.0,49
Draymond Green,GSW,2020,8.0,6.2,6.2,.279,.465,28.4,43
Stephen Curry,GSW,2020,20.8,6.6,5.2,.245,.636,27.8,5
Eric Paschall,GSW,2020,14.0,2.1,4.6,.287,.550,27.6,60
Willie Cauley-Stein,GSW,2020,7.9,1.5,6.2,,.560,22.9,41
Ky Bowman,GSW,2020,7.4,2.9,2.7,.308,.472,22.6,45
Jordan Poole,GSW,2020,8.8,2.4,2.1,.279,.392,22.4,57
Dragan Bender,GSW,2020,9.0,2.1,5.9,.324,.541,21.7,9
Juan Toscano-Anderson,GSW,2020,5.3,2.0,4.0,.348,.525,20.9,13
Marquese Chriss,GSW,2020,9.3,1.9,6.2,.205,.584,20.3,59
Omari Spellman,GSW,2020,7.6,1.0,4.5,.391,.454,18.1,49
Jacob Evans,GSW,2020,4.7,1.1,1.5,.342,.337,15.3,27
Jeremy Pargo,GSW,2020,8.3,2.7,1.0,.429,.533,14.7,3
Chasson Randle,GSW,2020,1.7,1.7,0.7,.000,.000,13.3,3
Kevon Looney,GSW,2020,3.4,1.0,3.3,.071,.431,13.1,20
Zach Norvell,GSW,2020,3.3,1.0,1.7,.375,.000,12.0,3
Alen Smailagić,GSW,2020,4.2,0.9,1.9,.231,.630,9.9,14
