name,team,year,ppg,apg,rpg,3p%,2p%,mp,gp
Andre Roberson,OKC,2017,6.6,1.0,5.1,.245,.609,30.1,79
Steven Adams,OKC,2017,11.3,1.1,7.7,.000,.572,29.9,80
Enes Kanter,OKC,2017,14.3,0.9,6.7,.132,.568,21.3,72
Taj Gibson,OKC,2017,9.0,0.6,4.5,1.000,.494,21.2,23
Ersan İlyasova,OKC,2017,5.0,0.3,5.3,.250,.750,20.7,3
Domantas Sabonis,OKC,2017,5.9,1.0,3.6,.321,.438,20.1,81
Doug McDermott,OKC,2017,6.6,0.6,2.2,.362,.530,19.5,22
Jerami Grant,OKC,2017,5.4,0.6,2.6,.377,.523,19.1,78
Cameron Payne,OKC,2017,5.3,2.0,1.6,.308,.346,16.0,20
Anthony Morrow,OKC,2017,5.8,0.5,0.7,.294,.490,15.7,40
Josh Huestis,OKC,2017,7.0,1.5,4.5,.500,.571,15.5,2
Álex Abrines,OKC,2017,6.0,0.6,1.3,.381,.426,15.5,68
Semaj Christon,OKC,2017,2.9,2.0,1.4,.190,.406,15.2,64
Joffrey Lauvergne,OKC,2017,5.7,1.0,3.7,.346,.506,14.8,50
Kyle Singler,OKC,2017,2.8,0.3,1.5,.189,.587,12.0,32
Norris Cole,OKC,2017,3.3,1.1,0.8,.231,.333,9.6,13
Nick Collison,OKC,2017,1.7,0.6,1.6,.000,.636,6.4,20
Marc Gasol,MEM,2017,19.5,4.6,6.3,.388,.480,34.2,74
Mike Conley,MEM,2017,20.5,6.3,3.5,.408,.497,33.2,69
JaMychal Green,MEM,2017,8.9,1.1,7.1,.379,.549,27.3,77
Tony Allen,MEM,2017,9.1,1.4,5.5,.278,.479,27.0,71
Vince Carter,MEM,2017,8.0,1.8,3.1,.378,.418,24.6,73
Zach Randolph,MEM,2017,14.1,1.7,8.2,.223,.474,24.5,73
James Ennis,MEM,2017,6.7,1.0,4.0,.372,.516,23.5,64
Andrew Harrison,MEM,2017,5.9,2.8,1.9,.276,.363,20.5,72
Chandler Parsons,MEM,2017,6.2,1.6,2.5,.269,.388,19.9,34
Troy Daniels,MEM,2017,8.2,0.7,1.5,.389,.336,17.7,67
Troy Williams,MEM,2017,5.3,0.8,1.9,.244,.500,17.4,24
Wayne Selden,MEM,2017,5.0,1.1,1.0,.143,.586,17.2,11
Toney Douglas,MEM,2017,4.9,2.3,2.5,.167,.480,16.4,24
Brandan Wright,MEM,2017,6.8,0.5,2.8,.000,.619,16.0,28
Jarell Martin,MEM,2017,3.9,0.2,3.9,.360,.389,13.3,42
Wade Baldwin,MEM,2017,3.2,1.8,1.4,.136,.355,12.3,33
Deyonta Davis,MEM,2017,1.6,0.1,1.7,,.511,6.6,36
Damian Lillard,POR,2017,27.0,5.9,4.9,.370,.492,35.9,75
CJ McCollum,POR,2017,23.0,3.6,3.6,.421,.506,35.0,80
Jusuf Nurkić,POR,2017,15.2,3.2,10.4,.000,.511,29.2,20
Al-Farouq Aminu,POR,2017,8.7,1.6,7.4,.330,.445,29.1,61
Maurice Harkless,POR,2017,10.0,1.1,4.4,.351,.572,28.9,77
Allen Crabbe,POR,2017,10.7,1.2,2.9,.444,.490,28.5,79
Mason Plumlee,POR,2017,11.1,4.0,8.0,.000,.538,28.1,54
Evan Turner,POR,2017,9.0,3.2,3.8,.263,.470,25.5,65
Ed Davis,POR,2017,4.3,0.6,5.3,,.528,17.2,46
Noah Vonleh,POR,2017,4.4,0.4,5.2,.350,.492,17.1,74
Meyers Leonard,POR,2017,5.4,1.0,3.2,.347,.436,16.5,74
Shabazz Napier,POR,2017,4.1,1.3,1.2,.370,.429,9.7,53
Pat Connaughton,POR,2017,2.5,0.7,1.3,.515,.513,8.1,39
Jake Layman,POR,2017,2.2,0.3,0.7,.255,.342,7.1,35
Tim Quarterman,POR,2017,1.9,0.7,0.9,.385,.500,5.0,16
Danilo Gallinari,DEN,2017,18.2,2.1,5.2,.389,.491,33.9,63
Gary Harris,DEN,2017,14.9,2.9,3.1,.420,.558,31.3,57
Wilson Chandler,DEN,2017,15.7,2.0,6.5,.337,.527,30.9,71
Will Barton,DEN,2017,13.7,3.4,4.3,.370,.483,28.4,60
Nikola Jokić,DEN,2017,16.7,4.9,9.8,.324,.628,27.9,73
Jameer Nelson,DEN,2017,9.2,5.1,2.6,.388,.489,27.3,75
Emmanuel Mudiay,DEN,2017,11.0,3.9,3.2,.315,.408,25.6,55
Mason Plumlee,DEN,2017,9.1,2.6,6.4,.000,.550,23.4,27
Jamal Murray,DEN,2017,9.9,2.1,2.6,.334,.466,21.5,82
Kenneth Faried,DEN,2017,9.6,0.9,7.6,.000,.556,21.2,61
Jusuf Nurkić,DEN,2017,8.0,1.3,5.8,,.507,17.9,45
Darrell Arthur,DEN,2017,6.4,1.0,2.7,.453,.429,15.6,41
Juan Hernangómez,DEN,2017,4.9,0.5,3.0,.407,.495,13.6,62
Mike Miller,DEN,2017,1.4,1.1,1.9,.400,.333,7.6,20
Malik Beasley,DEN,2017,3.8,0.5,0.8,.321,.533,7.5,22
Alonzo Gee,DEN,2017,0.8,0.5,1.2,.000,.273,6.8,13
Johnny O'Bryant,DEN,2017,2.9,0.3,1.6,.667,.417,6.6,7
Jarnell Stokes,DEN,2017,1.5,1.0,1.0,,1.000,3.5,2
Roy Hibbert,DEN,2017,0.7,0.2,0.3,,.667,1.8,6
Anthony Davis,NOP,2017,28.0,2.1,11.8,.299,.524,36.1,75
DeMarcus Cousins,NOP,2017,24.4,3.9,12.4,.375,.486,33.8,17
Jrue Holiday,NOP,2017,15.4,7.3,3.9,.356,.498,32.7,67
Solomon Hill,NOP,2017,7.0,1.8,3.8,.348,.428,29.7,80
Lance Stephenson,NOP,2017,9.7,4.8,3.0,.100,.556,27.0,6
Dante Cunningham,NOP,2017,6.6,0.6,4.2,.392,.579,25.0,66
E'Twaun Moore,NOP,2017,9.6,2.2,2.1,.370,.501,24.9,73
Terrence Jones,NOP,2017,11.5,1.2,5.9,.253,.512,24.8,51
Omri Casspi,NOP,2017,12.0,0.0,2.0,.500,.600,24.0,1
Tim Frazier,NOP,2017,7.1,5.2,2.7,.313,.446,23.5,65
Jordan Crawford,NOP,2017,14.1,3.0,1.8,.389,.553,23.3,19
Hollis Thompson,NOP,2017,3.8,1.0,3.1,.250,.294,21.2,9
Axel Toupane,NOP,2017,5.5,0.0,0.5,.333,.800,20.5,2
Langston Galloway,NOP,2017,8.6,1.2,2.2,.377,.370,20.4,55
Buddy Hield,NOP,2017,8.6,1.4,2.9,.369,.417,20.4,57
Tyreke Evans,NOP,2017,9.5,3.5,3.3,.300,.446,18.2,26
Jarrett Jack,NOP,2017,3.0,2.5,0.0,.000,1.000,16.5,2
Anthony Brown,NOP,2017,3.8,0.7,2.9,.250,.471,15.9,9
Wayne Selden,NOP,2017,5.3,0.3,1.7,.571,1.000,15.7,3
Ömer Aşık,NOP,2017,2.7,0.5,5.3,,.477,15.5,31
Alexis Ajinça,NOP,2017,5.3,0.3,4.5,.000,.511,15.0,39
Donatas Motiejūnas,NOP,2017,4.4,0.9,3.0,.234,.505,14.1,34
Reggie Williams,NOP,2017,4.5,0.7,1.0,.455,.250,13.2,6
Quinn Cook,NOP,2017,5.8,1.6,0.4,.500,.552,12.3,9
Cheick Diallo,NOP,2017,5.1,0.2,4.3,,.474,11.7,17
Archie Goodwin,NOP,2017,5.0,0.3,0.0,.500,.333,10.0,3
Harrison Barnes,DAL,2017,19.2,1.5,5.0,.351,.492,35.5,79
Wesley Matthews,DAL,2017,13.5,2.9,3.5,.363,.432,34.2,73
Deron Williams,DAL,2017,13.1,6.9,2.6,.348,.485,29.3,40
Yogi Ferrell,DAL,2017,11.3,4.3,2.8,.403,.418,29.1,36
Seth Curry,DAL,2017,12.8,2.7,2.6,.425,.528,29.0,70
Dirk Nowitzki,DAL,2017,14.2,1.5,6.5,.378,.463,26.4,54
DeAndre Liggins,DAL,2017,8.0,0.0,7.0,.000,.600,25.0,1
Andrew Bogut,DAL,2017,3.0,1.9,8.4,.000,.475,22.4,26
J.J. Barea,DAL,2017,10.9,5.5,2.4,.358,.456,22.0,35
Nerlens Noel,DAL,2017,8.5,0.9,6.8,,.575,22.0,22
Dorian Finney-Smith,DAL,2017,4.3,0.8,2.7,.293,.479,20.3,81
Dwight Powell,DAL,2017,6.7,0.6,4.0,.284,.571,17.3,77
Devin Harris,DAL,2017,6.7,2.1,2.0,.328,.476,16.7,65
Quinn Cook,DAL,2017,5.4,2.4,0.6,.357,.545,15.4,5
Justin Anderson,DAL,2017,6.5,0.6,2.9,.303,.477,13.9,51
Jonathan Gibson,DAL,2017,6.2,1.5,1.3,.333,.400,13.6,17
Jarrod Uthoff,DAL,2017,4.4,1.0,2.4,.333,.448,12.8,9
Salah Mejri,DAL,2017,2.9,0.2,4.2,.333,.649,12.4,73
Pierre Jackson,DAL,2017,4.4,2.4,1.1,.273,.357,10.5,8
Nicolás Brussino,DAL,2017,2.8,0.9,1.8,.305,.500,9.6,54
Quincy Acy,DAL,2017,2.2,0.0,1.3,.143,.400,8.0,6
A.J. Hammons,DAL,2017,2.2,0.2,1.6,.500,.375,7.4,22
Manny Harris,DAL,2017,2.0,0.5,2.3,.000,.231,6.3,4
Ben Bentil,DAL,2017,0.0,0.0,0.7,.000,.000,3.3,3
DeMarcus Cousins,SAC,2017,27.8,4.8,10.6,.356,.482,34.4,55
Rudy Gay,SAC,2017,18.7,2.8,6.3,.372,.483,33.8,30
Darren Collison,SAC,2017,13.2,4.6,2.2,.417,.495,30.3,68
Buddy Hield,SAC,2017,15.1,1.8,4.1,.428,.525,29.1,25
Garrett Temple,SAC,2017,7.8,2.6,2.8,.373,.476,26.6,65
Arron Afflalo,SAC,2017,8.4,1.3,2.0,.411,.457,25.9,61
Matt Barnes,SAC,2017,7.6,2.8,5.4,.327,.453,25.3,54
Ty Lawson,SAC,2017,9.9,4.8,2.6,.288,.502,25.1,69
Anthony Tolliver,SAC,2017,7.1,1.2,3.6,.391,.537,22.7,65
Tyreke Evans,SAC,2017,11.6,2.4,3.6,.438,.400,22.4,14
Kosta Koufos,SAC,2017,6.6,0.7,5.7,.000,.552,20.0,71
Langston Galloway,SAC,2017,6.0,1.5,1.8,.475,.359,19.7,19
Ben McLemore,SAC,2017,8.1,0.8,2.1,.382,.462,19.3,61
Willie Cauley-Stein,SAC,2017,8.1,1.1,4.5,.000,.532,18.9,75
Skal Labissière,SAC,2017,8.8,0.8,4.9,.375,.543,18.5,33
Omri Casspi,SAC,2017,5.9,1.2,4.1,.379,.477,18.0,22
Jordan Farmar,SAC,2017,6.0,4.5,1.5,.444,.000,17.5,2
Georgios Papagiannis,SAC,2017,5.6,0.9,3.9,.000,.560,16.1,22
Malachi Richardson,SAC,2017,3.6,0.5,1.0,.286,.500,9.0,22
Zach LaVine,MIN,2017,18.9,3.0,3.4,.387,.515,37.2,47
Andrew Wiggins,MIN,2017,23.6,2.3,4.0,.356,.473,37.2,82
Karl-Anthony Towns,MIN,2017,25.1,2.7,12.3,.367,.582,37.0,82
Ricky Rubio,MIN,2017,11.1,9.1,4.1,.306,.443,32.9,75
Gorgui Dieng,MIN,2017,10.0,1.9,7.9,.372,.511,32.4,82
Brandon Rush,MIN,2017,4.2,1.0,2.1,.386,.356,21.9,47
Shabazz Muhammad,MIN,2017,9.9,0.4,2.8,.338,.528,19.4,78
Nemanja Bjelica,MIN,2017,6.2,1.2,3.8,.316,.531,18.3,65
Omri Casspi,MIN,2017,3.5,0.8,1.5,.200,.607,17.1,13
Kris Dunn,MIN,2017,3.8,2.4,2.1,.288,.404,17.1,78
Tyus Jones,MIN,2017,3.5,2.6,1.1,.356,.454,12.9,60
Lance Stephenson,MIN,2017,3.5,0.8,1.7,.000,.526,11.2,6
Cole Aldrich,MIN,2017,1.7,0.4,2.5,,.523,8.6,62
Adreian Payne,MIN,2017,3.5,0.4,1.8,.200,.513,7.5,18
Jordan Hill,MIN,2017,1.7,0.0,2.0,,.385,6.7,7
John Lucas III,MIN,2017,0.4,0.2,0.0,.000,.333,2.2,5
Jordan Clarkson,LAL,2017,14.7,2.6,3.0,.329,.503,29.2,82
Julius Randle,LAL,2017,13.2,3.6,8.6,.270,.507,28.8,74
Brandon Ingram,LAL,2017,9.4,2.1,4.0,.294,.443,28.8,79
D'Angelo Russell,LAL,2017,15.6,4.8,3.5,.352,.447,28.7,63
Luol Deng,LAL,2017,7.6,1.3,5.3,.309,.436,26.5,56
Nick Young,LAL,2017,13.2,1.0,2.3,.404,.481,25.9,60
Lou Williams,LAL,2017,18.6,3.2,2.3,.385,.489,24.2,58
Larry Nance,LAL,2017,7.1,1.5,5.9,.278,.554,22.9,63
Timofey Mozgov,LAL,2017,7.4,0.8,4.9,.000,.517,20.4,54
David Nwaba,LAL,2017,6.0,0.7,3.2,.200,.605,19.9,20
Tyler Ennis,LAL,2017,7.7,2.4,1.2,.389,.489,17.8,22
Tarik Black,LAL,2017,5.7,0.6,5.1,.500,.510,16.3,67
Ivica Zubac,LAL,2017,7.5,0.8,4.2,.000,.536,16.0,38
Corey Brewer,LAL,2017,5.4,1.5,2.2,.208,.495,14.9,24
José Calderón,LAL,2017,3.3,2.1,1.8,.353,.465,12.2,24
Thomas Robinson,LAL,2017,5.0,0.6,4.6,.000,.538,11.7,48
Marcelo Huertas,LAL,2017,2.7,2.3,1.0,.211,.429,10.3,23
Metta World Peace,LAL,2017,2.3,0.4,0.8,.237,.333,6.4,25
Devin Booker,PHO,2017,22.1,3.4,3.2,.363,.447,35.0,78
Eric Bledsoe,PHO,2017,21.1,6.3,4.8,.335,.477,33.0,66
T.J. Warren,PHO,2017,14.4,1.1,5.1,.265,.527,31.0,66
P.J. Tucker,PHO,2017,7.0,1.3,6.0,.338,.463,28.5,57
Tyson Chandler,PHO,2017,8.4,0.6,11.5,,.671,27.6,47
Marquese Chriss,PHO,2017,9.2,0.7,4.2,.321,.520,21.3,82
Jared Dudley,PHO,2017,6.8,1.9,3.5,.379,.559,21.3,64
Brandon Knight,PHO,2017,11.0,2.4,2.2,.324,.425,21.1,54
Alex Len,PHO,2017,8.0,0.6,6.6,.250,.503,20.3,77
Tyler Ulis,PHO,2017,7.3,3.7,1.6,.266,.455,18.4,61
Derrick Jones,PHO,2017,5.3,0.4,2.5,.273,.591,17.0,32
Alan Williams,PHO,2017,7.4,0.5,6.2,.000,.519,15.1,47
Leandro Barbosa,PHO,2017,6.3,1.2,1.6,.357,.466,14.4,67
Dragan Bender,PHO,2017,3.4,0.5,2.4,.277,.483,13.3,43
Jarell Eddie,PHO,2017,4.8,0.0,1.4,.250,.667,12.4,5
Elijah Millsap,PHO,2017,1.5,0.5,3.0,.000,.200,11.5,2
Ronnie Price,PHO,2017,1.0,1.3,0.8,.176,.143,9.6,14
John Jenkins,PHO,2017,1.8,0.3,0.3,.500,.333,3.3,4
